cod_pais,cod_serie,means,año,value,countryname,countrycode,seriesname,seriescode
EAS,SE.XPD.TOTL.GD.ZS,3.3881328,2006,,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EAS,SE.XPD.TOTL.GD.ZS,3.3881328,2007,3.17887997627258,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EAS,SE.XPD.TOTL.GD.ZS,3.3881328,2008,3.26652491092682,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EAS,SE.XPD.TOTL.GD.ZS,3.3881328,2009,3.86193990707398,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EAS,SE.XPD.TOTL.GD.ZS,3.3881328,2010,3.51003003120422,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EAS,SE.XPD.TOTL.GD.ZS,3.3881328,2011,3.51174998283386,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EAS,SE.XPD.TOTL.GD.ZS,3.3881328,2012,3.50960993766785,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EAS,SE.XPD.TOTL.GD.ZS,3.3881328,2013,3.94217002391815,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EAS,SE.XPD.TOTL.GD.ZS,3.3881328,2014,3.54012312110584,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EAS,SE.XPD.TOTL.GD.ZS,3.3881328,2015,3.50010227049996,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EAS,SE.XPD.TOTL.GD.ZS,3.3881328,2016,3.38517552407879,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EAS,SE.XPD.TOTL.GD.ZS,3.3881328,2017,3.41865686539527,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EAS,SE.XPD.TOTL.GD.ZS,3.3881328,2018,3.19769395901619,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EAS,SE.XPD.TOTL.GD.ZS,3.3881328,2019,3.08499832693462,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EAS,SE.XPD.TOTL.GD.ZS,3.3881328,2020,3.30628991127014,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EAS,SE.XPD.TOTL.GD.ZS,3.3881328,2021,2.98212428478268,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EAS,SE.XPD.TOTL.GD.ZS,3.3881328,2022,2.88738689372749,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EAS,SE.XPD.TOTL.GD.ZS,3.3881328,2023,3.51480007171631,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EAS,SE.XPD.TOTL.GD.ZS,3.3881328,2024,,East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EUU,NY.GDP.MKTP.KD.ZG,1.3107345,2006,3.56754077134353,European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
EUU,NY.GDP.MKTP.KD.ZG,1.3107345,2007,3.1418356676346,European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
EUU,NY.GDP.MKTP.KD.ZG,1.3107345,2008,.617986886948557,European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
EUU,NY.GDP.MKTP.KD.ZG,1.3107345,2009,-4.31208831896208,European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
EUU,NY.GDP.MKTP.KD.ZG,1.3107345,2010,2.18180099957814,European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
EUU,NY.GDP.MKTP.KD.ZG,1.3107345,2011,1.96060087405088,European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
EUU,NY.GDP.MKTP.KD.ZG,1.3107345,2012,-.764417073931995,European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
EUU,NY.GDP.MKTP.KD.ZG,1.3107345,2013,-.0330405739034489,European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
EUU,NY.GDP.MKTP.KD.ZG,1.3107345,2014,1.63272217207495,European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
EUU,NY.GDP.MKTP.KD.ZG,1.3107345,2015,2.37195304560174,European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
EUU,NY.GDP.MKTP.KD.ZG,1.3107345,2016,1.91998029828646,European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
EUU,NY.GDP.MKTP.KD.ZG,1.3107345,2017,2.81811045546294,European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
EUU,NY.GDP.MKTP.KD.ZG,1.3107345,2018,2.04642012743825,European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
EUU,NY.GDP.MKTP.KD.ZG,1.3107345,2019,1.87524696216217,European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
EUU,NY.GDP.MKTP.KD.ZG,1.3107345,2020,-5.57888055659984,European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
EUU,NY.GDP.MKTP.KD.ZG,1.3107345,2021,6.37775013900981,European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
EUU,NY.GDP.MKTP.KD.ZG,1.3107345,2022,3.56155233245134,European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
EUU,NY.GDP.MKTP.KD.ZG,1.3107345,2023,.454322708045169,European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
EUU,NY.GDP.MKTP.KD.ZG,1.3107345,2024,1.06455789818658,European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
EUU,SE.XPD.TOTL.GD.ZS,4.9174232,2006,4.94490003585815,European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EUU,SE.XPD.TOTL.GD.ZS,4.9174232,2007,4.85854005813599,European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EUU,SE.XPD.TOTL.GD.ZS,4.9174232,2008,4.99737977981567,European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EUU,SE.XPD.TOTL.GD.ZS,4.9174232,2009,5.56628489494324,European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EUU,SE.XPD.TOTL.GD.ZS,4.9174232,2010,5.36880016326904,European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EUU,SE.XPD.TOTL.GD.ZS,4.9174232,2011,5.11688995361328,European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EUU,SE.XPD.TOTL.GD.ZS,4.9174232,2012,4.83311986923218,European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EUU,SE.XPD.TOTL.GD.ZS,4.9174232,2013,4.99780988693237,European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EUU,SE.XPD.TOTL.GD.ZS,4.9174232,2014,4.93859004974365,European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EUU,SE.XPD.TOTL.GD.ZS,4.9174232,2015,4.8942699432373,European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EUU,SE.XPD.TOTL.GD.ZS,4.9174232,2016,4.8338451385498,European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EUU,SE.XPD.TOTL.GD.ZS,4.9174232,2017,4.64757013320923,European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EUU,SE.XPD.TOTL.GD.ZS,4.9174232,2018,4.59164500236511,European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EUU,SE.XPD.TOTL.GD.ZS,4.9174232,2019,4.62736988067627,European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EUU,SE.XPD.TOTL.GD.ZS,4.9174232,2020,4.93079495429992,European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EUU,SE.XPD.TOTL.GD.ZS,4.9174232,2021,4.79329490661621,European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EUU,SE.XPD.TOTL.GD.ZS,4.9174232,2022,4.65508985519409,European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EUU,SE.XPD.TOTL.GD.ZS,4.9174232,2023,,European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
EUU,SE.XPD.TOTL.GD.ZS,4.9174232,2024,,European Union,EUU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
FIN,NY.GDP.MKTP.KD.ZG,.73309278,2006,4.01957326515895,Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
FIN,NY.GDP.MKTP.KD.ZG,.73309278,2007,5.31280176694145,Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
FIN,NY.GDP.MKTP.KD.ZG,.73309278,2008,.784431235717051,Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
FIN,NY.GDP.MKTP.KD.ZG,.73309278,2009,-8.076031165523929,Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
FIN,NY.GDP.MKTP.KD.ZG,.73309278,2010,3.1682879121621,Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
FIN,NY.GDP.MKTP.KD.ZG,.73309278,2011,2.39039455396828,Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
FIN,NY.GDP.MKTP.KD.ZG,.73309278,2012,-1.52284013040689,Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
FIN,NY.GDP.MKTP.KD.ZG,.73309278,2013,-.979741024949618,Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
FIN,NY.GDP.MKTP.KD.ZG,.73309278,2014,-.4780684247837,Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
FIN,NY.GDP.MKTP.KD.ZG,.73309278,2015,.466503766322674,Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
FIN,NY.GDP.MKTP.KD.ZG,.73309278,2016,2.57193414898754,Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
FIN,NY.GDP.MKTP.KD.ZG,.73309278,2017,3.30337003591039,Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
FIN,NY.GDP.MKTP.KD.ZG,.73309278,2018,1.19297759742292,Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
FIN,NY.GDP.MKTP.KD.ZG,.73309278,2019,1.34973845741737,Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
FIN,NY.GDP.MKTP.KD.ZG,.73309278,2020,-2.49103605535707,Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
FIN,NY.GDP.MKTP.KD.ZG,.73309278,2021,2.67634641498897,Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
FIN,NY.GDP.MKTP.KD.ZG,.73309278,2022,.763041912763526,Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
FIN,NY.GDP.MKTP.KD.ZG,.73309278,2023,-.939093459613758,Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
FIN,NY.GDP.MKTP.KD.ZG,.73309278,2024,.416171964862073,Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
FIN,SE.XPD.TOTL.GD.ZS,6.5364847,2006,5.92960977554321,Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
FIN,SE.XPD.TOTL.GD.ZS,6.5364847,2007,5.67164993286133,Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
FIN,SE.XPD.TOTL.GD.ZS,6.5364847,2008,5.83046007156372,Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
FIN,SE.XPD.TOTL.GD.ZS,6.5364847,2009,6.45998001098633,Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
FIN,SE.XPD.TOTL.GD.ZS,6.5364847,2010,6.504310131073,Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
FIN,SE.XPD.TOTL.GD.ZS,6.5364847,2011,6.45624017715454,Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
FIN,SE.XPD.TOTL.GD.ZS,6.5364847,2012,7.1715497970581,Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
FIN,SE.XPD.TOTL.GD.ZS,6.5364847,2013,7.15288019180298,Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
FIN,SE.XPD.TOTL.GD.ZS,6.5364847,2014,7.13832998275757,Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
FIN,SE.XPD.TOTL.GD.ZS,6.5364847,2015,7.07199001312256,Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
FIN,SE.XPD.TOTL.GD.ZS,6.5364847,2016,6.90873003005981,Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
FIN,SE.XPD.TOTL.GD.ZS,6.5364847,2017,6.40826988220215,Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
FIN,SE.XPD.TOTL.GD.ZS,6.5364847,2018,6.31771993637085,Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
FIN,SE.XPD.TOTL.GD.ZS,6.5364847,2019,6.45300006866455,Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
FIN,SE.XPD.TOTL.GD.ZS,6.5364847,2020,6.6812801361084,Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
FIN,SE.XPD.TOTL.GD.ZS,6.5364847,2021,6.58820009231567,Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
FIN,SE.XPD.TOTL.GD.ZS,6.5364847,2022,6.37603998184204,Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
FIN,SE.XPD.TOTL.GD.ZS,6.5364847,2023,,Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
FIN,SE.XPD.TOTL.GD.ZS,6.5364847,2024,,Finland,FIN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
GBR,NY.GDP.MKTP.KD.ZG,1.3275563,2006,2.18982132415704,United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
GBR,NY.GDP.MKTP.KD.ZG,1.3275563,2007,2.93091133582351,United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
GBR,NY.GDP.MKTP.KD.ZG,1.3275563,2008,-.0494116727402769,United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
GBR,NY.GDP.MKTP.KD.ZG,1.3275563,2009,-4.58740819226323,United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
GBR,NY.GDP.MKTP.KD.ZG,1.3275563,2010,2.26054460931586,United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
GBR,NY.GDP.MKTP.KD.ZG,1.3275563,2011,.851437739020326,United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
GBR,NY.GDP.MKTP.KD.ZG,1.3275563,2012,1.52826034721852,United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
GBR,NY.GDP.MKTP.KD.ZG,1.3275563,2013,1.71846961308464,United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
GBR,NY.GDP.MKTP.KD.ZG,1.3275563,2014,3.16017351468152,United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
GBR,NY.GDP.MKTP.KD.ZG,1.3275563,2015,2.14040560033371,United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
GBR,NY.GDP.MKTP.KD.ZG,1.3275563,2016,2.20652020635357,United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
GBR,NY.GDP.MKTP.KD.ZG,1.3275563,2017,3.02322219840339,United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
GBR,NY.GDP.MKTP.KD.ZG,1.3275563,2018,1.55133095078786,United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
GBR,NY.GDP.MKTP.KD.ZG,1.3275563,2019,1.25629899760824,United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
GBR,NY.GDP.MKTP.KD.ZG,1.3275563,2020,-10.047896637362,United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
GBR,NY.GDP.MKTP.KD.ZG,1.3275563,2021,8.5431118453255,United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
GBR,NY.GDP.MKTP.KD.ZG,1.3275563,2022,5.14970388522993,United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
GBR,NY.GDP.MKTP.KD.ZG,1.3275563,2023,.271650048355255,United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
GBR,NY.GDP.MKTP.KD.ZG,1.3275563,2024,1.1264226705118,United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
GBR,SE.XPD.TOTL.GD.ZS,5.3678393,2006,4.97649002075195,United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
GBR,SE.XPD.TOTL.GD.ZS,5.3678393,2007,4.9244499206543,United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
GBR,SE.XPD.TOTL.GD.ZS,5.3678393,2008,4.90973997116089,United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
GBR,SE.XPD.TOTL.GD.ZS,5.3678393,2009,5.06263017654419,United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
GBR,SE.XPD.TOTL.GD.ZS,5.3678393,2010,5.69867992401123,United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
GBR,SE.XPD.TOTL.GD.ZS,5.3678393,2011,5.57218980789185,United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
GBR,SE.XPD.TOTL.GD.ZS,5.3678393,2012,,United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
GBR,SE.XPD.TOTL.GD.ZS,5.3678393,2013,5.52530002593994,United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
GBR,SE.XPD.TOTL.GD.ZS,5.3678393,2014,5.60134983062744,United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
GBR,SE.XPD.TOTL.GD.ZS,5.3678393,2015,5.55452013015747,United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
GBR,SE.XPD.TOTL.GD.ZS,5.3678393,2016,5.42795991897583,United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
GBR,SE.XPD.TOTL.GD.ZS,5.3678393,2017,5.45256996154785,United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
GBR,SE.XPD.TOTL.GD.ZS,5.3678393,2018,5.20437002182007,United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
GBR,SE.XPD.TOTL.GD.ZS,5.3678393,2019,5.26115989685059,United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
GBR,SE.XPD.TOTL.GD.ZS,5.3678393,2020,5.43935012817383,United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
GBR,SE.XPD.TOTL.GD.ZS,5.3678393,2021,5.90682983398438,United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
GBR,SE.XPD.TOTL.GD.ZS,5.3678393,2022,,United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
GBR,SE.XPD.TOTL.GD.ZS,5.3678393,2023,,United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
GBR,SE.XPD.TOTL.GD.ZS,5.3678393,2024,,United Kingdom,GBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
KOR,NY.GDP.MKTP.KD.ZG,3.1513956,2006,5.24500550580342,"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
KOR,NY.GDP.MKTP.KD.ZG,3.1513956,2007,5.8419633918717,"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
KOR,NY.GDP.MKTP.KD.ZG,3.1513956,2008,3.00440451679569,"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
KOR,NY.GDP.MKTP.KD.ZG,3.1513956,2009,.81986175641795,"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
KOR,NY.GDP.MKTP.KD.ZG,3.1513956,2010,6.98166138853071,"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
KOR,NY.GDP.MKTP.KD.ZG,3.1513956,2011,3.6880320602952,"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
KOR,NY.GDP.MKTP.KD.ZG,3.1513956,2012,2.54766550568242,"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
KOR,NY.GDP.MKTP.KD.ZG,3.1513956,2013,3.2913959543442,"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
KOR,NY.GDP.MKTP.KD.ZG,3.1513956,2014,3.21468019683108,"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
KOR,NY.GDP.MKTP.KD.ZG,3.1513956,2015,2.92029267301234,"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
KOR,NY.GDP.MKTP.KD.ZG,3.1513956,2016,3.17152748983935,"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
KOR,NY.GDP.MKTP.KD.ZG,3.1513956,2017,3.433191763972,"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
KOR,NY.GDP.MKTP.KD.ZG,3.1513956,2018,3.17611568177327,"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
KOR,NY.GDP.MKTP.KD.ZG,3.1513956,2019,2.31380210595475,"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
KOR,NY.GDP.MKTP.KD.ZG,3.1513956,2020,-.700242317542106,"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
KOR,NY.GDP.MKTP.KD.ZG,3.1513956,2021,4.61296795454287,"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
KOR,NY.GDP.MKTP.KD.ZG,3.1513956,2022,2.72756456708991,"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
KOR,NY.GDP.MKTP.KD.ZG,3.1513956,2023,1.58301467403629,"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
KOR,NY.GDP.MKTP.KD.ZG,3.1513956,2024,2.00361101838986,"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
KOR,SE.XPD.TOTL.GD.ZS,4.7175975,2006,,"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
KOR,SE.XPD.TOTL.GD.ZS,4.7175975,2007,,"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
KOR,SE.XPD.TOTL.GD.ZS,4.7175975,2008,,"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
KOR,SE.XPD.TOTL.GD.ZS,4.7175975,2009,,"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
KOR,SE.XPD.TOTL.GD.ZS,4.7175975,2010,,"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
KOR,SE.XPD.TOTL.GD.ZS,4.7175975,2011,,"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
KOR,SE.XPD.TOTL.GD.ZS,4.7175975,2012,,"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
KOR,SE.XPD.TOTL.GD.ZS,4.7175975,2013,,"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
KOR,SE.XPD.TOTL.GD.ZS,4.7175975,2014,,"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
KOR,SE.XPD.TOTL.GD.ZS,4.7175975,2015,4.45423984527588,"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
KOR,SE.XPD.TOTL.GD.ZS,4.7175975,2016,4.33309984207153,"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
KOR,SE.XPD.TOTL.GD.ZS,4.7175975,2017,4.32823991775513,"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
KOR,SE.XPD.TOTL.GD.ZS,4.7175975,2018,4.45807981491089,"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
KOR,SE.XPD.TOTL.GD.ZS,4.7175975,2019,4.68465995788574,"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
KOR,SE.XPD.TOTL.GD.ZS,4.7175975,2020,4.8017201423645,"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
